q_a,label
well maybe that person needs closure as to why they want to talk to you or see you maybe they have things that want to say to you but you keep avoiding the situation so they will continue to bug till you give them that time to explain or ask you why or how or something....but you also have to be in a state of mind where you willing to listen and to be open with the person as well so i think its just closure...,0
water just cause id be in the mood to =),0
id talk to her try help her see the better side of her problems =),0
drink to be social . drinking is a issue with sum guys some can be happy some can be jerk offs but either way its not a healthy start to the relationship =),0
yeah i get that way i cant eat or the sight of food makes me sik i dont know no appitite or worms i know i dont got worms but yeh,0
i think girls are alot of fun and joy can do alot of girly things with them more helpful around the house,0
i would go anyway i doubt id pass up an offer to go away or an oppotunity to spend time with him/her,0
well id hope it was my boyfriend that brought me home and tried to undress me cause hed know that i dont sleep without clothes or something i would think he is helping me do something im incapable of doing,0
black and his name will be stud muffin =dd,0
lmao ahh id be pissed and id make her pay for my medicals lmao,0
i take the tight rope i hate being cold,0
shop eat and sleep lol,0
i'd say where the hell have you been and what time is it hehe my boyfirend trying to sneak in the bed room again thinking im sleeping hehe,0
well as a gentalmen you offer to pay it lol,0
pink and purple day err day lmao,0
mother mary,0
i would travel but you already knew that =dd,0
denny's,0
fly id be there in less than a min im good like that,0
im pretty happy with what i have cant get greedy you know,0
singapore,0
lol let me think about this one long and hard,0
making good love by avant,0
come see you go to frisko see trebs push him down the hill laugh at him fel sorry for him go see gus in de make him drive through the mac donalds drive through again and make him apologise for his passengers then we off to dubai baby =dd,0
car crew,0
yes i would,0
well i really wouldnt care if you cared or not cause id be dead lmao,0
nothing get up and walk lol,0
give it to you and tell you to hand it in lol,0
id pocket it lol,0
id go on the biggest binge ever and the last 5 hrs i would spend with my mum and dad,0
fly you to mer open my businessr buy a house and travel,0
manipulation and be able to read minds :d,0
shemar-moore beautiful chiki alba,0
err other weekend,0
yes i would just wouldnt know your name good with faces,0
lol i dont spam well havent really last few days,0
4 have 3 of my own and adopt one,0
nope dont stop keep them coming =d,0
id be a sexxii cali swag kinda guy lol,0
xavier cause its not so common here unlike mike james so on,0
red cause he is the strongest lol,0
tiger wait no dolphin,0
gardening o_0 does that count lol,0
dereon tacori nina electra nike adidas converse levis bonds to many cant think lol,0
make out with dan carter in fiji lol,0
eat sleep and shop =d,0
lmao aint that funny they all say it id only say it if magic was happening which i sure there would be lmao,0
saturday the 5th june 2010r shay had a badass moment are will then came along and ruind it with xbox smack lmao the rest is history,0
if we out with friends we take turns,0
lol no id be happy cause then i would be doing something else at that time and slowly stop watching tv altogether lol,0
lol mucking round is cool serius then you got issues,0
he is got 2 feet why cant he eat his own lmao,0
my laptop so i can yell at you for jinxing me lmao,0
sigh.....,0
ok im coming just let me do this kk,0
lmao i know you are i told you thatjust dont go all psyco on me and we'll be good lol and watch from a distance lol,0
i know your a stalker cause you have anon on :d:d,0
waiting for whom macasero .,0
=( again without me,0
aw sorry its taken me alday to get here but ill try my best to send you some til then night =) aww and thanks for the 44 spamledge questions lol,0
can i come =( anywhere is better than here =(,0
lol ok do what you gota do lol,0
nite nite but that was last night sorry im slow at this,0
im happy when my peeps are happy,0
messenger plz,0
i know hope it is now :d,0
im here as well but ur not,0
im here hyper ventilating lmao,0
drink water,0
i know what you talking about and im sorry,0
sigh.... =(,0
lmao netball volleyball basketball league and rugby lol,0
binge drinking is grand lmao,0
i know and i still owe you like 4 hears and 20 err thing else lol,0
i told you to go to bed last night early didnt i,0
=d dont be sorry where are you .,0
why you sorry . dont be sorry =),0
lmao with you who that said you know who went you know where with you know what lmao,0
=o what . tell me,0
lol i just answerd this you fool lol,0
omg i wasnt trying to be mean you homo lmao ok and e ways im leaving now have a chill day and make up sex is always great sex lol,0
thank you i like yours,0
where are you .,0
no your not,0
speak my lingo on neva isnt it the best clip eva lol shes soo sexy,0
kk dont drink and drive,0
lmao aww no watch out for the trees lol and the parked cars as well =p,0
you mean,0
lmao you geek fly here party and fly bak if yah wana =d,0
lmfao i went to school for luch then get sent to the office cause i wont shut up or i wont listen only in computer maths english commerce sport science cause they were bludgen subjects and e ways,0
iphone,0
bbeing straight with them is always the best way to go,0
lmfao aw you know my song for him rig,0
only one of the best styles i know,0
befriending an enemy eva her the saying keep your friends close and ur enemys closer,0
yes and i see i changed ur name good one gabe hi 5,0
not hard to say i love you to the ppl you care about,0
no not under any circumstances,0
lol ahh love you both the same,0
lmfao i have no responce to that cause thats just funny stuff lol,0
not raining just mad thick fog,0
http://w.youtube.com/watch . v=prpeedmq0r are =d my babe and my song =d u2665u2665u2665,0
wouldnnt have a clue wouldnt be suprised,0
no its not,0
yeah i think its wrong but i know someone that has done it but he had kids with the lady and has married 3 times but goes back to his first wife and takes care of her and their kids,0
life still the same as it was 3 years ago maybe just a lil more drama,0
theres a beginning and a end to everything,0
were you the anon the first time with the fb and fs comment .,0
they are both awsum countrys to be in :d so i cant answer that,0
can be not always and i dont recommend it but it is what it is,0
well if your referring to betty and barney then yes were or pebbles and bam bam then yes we are,0
sex is good but i wouldnt base the relationship on sex only theres more to a relationship than that =),0
skypes cool free safe wat you mean like talking on msn or yahoo all the same,0
no its not but wat the hell lol,0
yes it iss,0
lmfao thats my baby :( and no its tweety bird you goose lol,0
forreallies no way and then koolies or coolio lol,0
nope not that i know of,0
lmao ahh no,0
no but im close to it,0
no i respect err thing and err one,0
:( why you asking these questions,0
san franfrisco lmfao dont ask me why just have it on my mind right now :d:d:d,0
life is too short to wake up with regrets.r so love the people who treat you right. forget about the one's who don't.r believe everything happens for a reason.r if you get a second chance grab it with both hands.r if it changes your life let it.r nobody said life would be easy they just promised it would be worth it.,0
